Negative Score,Neutral Score,News Org,Positive Score,Sentiment Score,Tweet,Tweet Date,Tweet Number
0.11,0.749,@cnnbrk,0.141,0.1779,Former President George H.W. Bush is hospitalized in intensive care just days after the funeral of his wife… https://t.co/MMCav779fz,Mon Apr 23 22:50:46 +0000 2018,79
0.275,0.725,@cnnbrk,0.0,-0.802,"At least nine people were killed and 16 injured in Toronto when a van drove into pedestrians on a busy street, a po… https://t.co/i9yjRepDe4",Mon Apr 23 20:53:58 +0000 2018,80
0.0,1.0,@cnnbrk,0.0,0.0,"It appears that the van crashing into pedestrians in Toronto was done deliberately, an official says… https://t.co/NbFdtHBvfZ",Mon Apr 23 20:12:41 +0000 2018,81
0.41,0.59,@cnnbrk,0.0,-0.8957,"The man suspected of killing 4 people at a Waffle House had a gun with him when he was arrested, police in Tennesse… https://t.co/uYuiOgHX0u",Mon Apr 23 19:51:21 +0000 2018,82
0.115,0.885,@cnnbrk,0.0,-0.296,The suspect in the deadly Waffle House shooting was found in a wooded area behind an apartment complex… https://t.co/qz5p0SsolS,Mon Apr 23 18:37:52 +0000 2018,83
0.134,0.866,@cnnbrk,0.0,-0.4767,"The driver of the van that hit multiple pedestrians in Toronto has been arrested, Toronto police tell CNN partner C… https://t.co/UyiUA7g4Y7",Mon Apr 23 18:36:32 +0000 2018,84
0.128,0.872,@cnnbrk,0.0,-0.296,"The suspect in the deadly Waffle House shooting is in custody, Nashville police say https://t.co/V6xnZkCwmv https://t.co/EL5ORjUHNi",Mon Apr 23 18:10:45 +0000 2018,85
0.143,0.857,@cnnbrk,0.0,-0.25,"A van struck multiple pedestrians on a busy street in Toronto, police say https://t.co/R2kMMJueIP https://t.co/IeVIQec8QO",Mon Apr 23 18:05:24 +0000 2018,86
0.0,1.0,@cnnbrk,0.0,0.0,Follow live: Sarah Sanders holds the White House press briefing after President Trump unleashed a series of insults… https://t.co/w2RPMxueGF,Mon Apr 23 17:40:02 +0000 2018,87
0.321,0.679,@cnnbrk,0.0,-0.8176,Police say there have been no credible sightings of the man suspected of killing four people at a Waffle House outs… https://t.co/IF2q7RZWqn,Mon Apr 23 15:00:49 +0000 2018,88
0.123,0.779,@cnnbrk,0.098,-0.1531,"Sears' CEO offers to buy the Kenmore brand from the troubled retailer, says sale will show value of company's portf… https://t.co/S2oTLNrhmX",Mon Apr 23 14:40:06 +0000 2018,89
0.098,0.844,@cnnbrk,0.058,-0.2263,"Russia urges President Trump to stand by the Iran nuclear deal, says there is ""no alternative"" to the landmark pact… https://t.co/qA69cz2BTB",Mon Apr 23 13:43:02 +0000 2018,90
0.0,1.0,@cnnbrk,0.0,0.0,"Britain's Duchess of Cambridge gives birth to a baby boy weighing 8 lbs, 7 oz. The baby is fifth in line to the thr… https://t.co/kLeWWyoojz",Mon Apr 23 12:17:28 +0000 2018,91
0.185,0.709,@cnnbrk,0.106,-0.4588,"Airstrikes kill at least 33 people at a wedding party in Yemen, medic and local official say. Saudi-led coalition s… https://t.co/2wWmvc2ckj",Mon Apr 23 12:06:43 +0000 2018,92
0.0,0.935,@cnnbrk,0.065,0.1027,"The Duchess of Cambridge has been admitted to the hospital in the early stages of labor, the royal family announced… https://t.co/kcnS525PXw",Mon Apr 23 08:01:55 +0000 2018,93
0.0,1.0,@cnnbrk,0.0,0.0,President Trump will ask North Korea to dismantle its nuclear arsenal before the US will talk about lifting sanctio… https://t.co/Z5CqQ49eAB,Mon Apr 23 00:05:16 +0000 2018,94
0.0,0.942,@cnnbrk,0.058,0.0258,Mexico and the European Union reach a trade deal that virtually eliminates tariffs. The deal marks a move by Mexico… https://t.co/6zaVkDWVC0,Sun Apr 22 22:40:28 +0000 2018,95
0.353,0.647,@cnnbrk,0.0,-0.8689,"The suspect in the Tennessee Waffle House killings had been arrested in July 2017 near the White House, officials s… https://t.co/lIrt3oVGkx",Sun Apr 22 20:42:36 +0000 2018,96
0.242,0.758,@cnnbrk,0.0,-0.7717,"The suspect in the Waffle House killings is still on the run and may have two more guns, officials in Tennessee say… https://t.co/5cJegkWLFe",Sun Apr 22 20:31:38 +0000 2018,97
0.122,0.739,@cnnbrk,0.139,0.1027,Iran's foreign minister says that President Trump's threats to pull out of the Iran nuclear agreement send a messag… https://t.co/FuDkPIxswv,Sun Apr 22 18:02:43 +0000 2018,98
0.234,0.766,@cnnbrk,0.0,-0.7269,"James Shaw Jr., 29, was identified as the man who charged the Waffle House killer and wrestled away his rifle. ""He… https://t.co/CgKlXNbAR8",Sun Apr 22 17:54:35 +0000 2018,99
0.0,0.861,@cnnbrk,0.139,0.4404,"Retiring Republican Sen. Bob Corker of Tennessee says he is supporting the Republican nominee to replace him, Rep.… https://t.co/XljjoUafGK",Sun Apr 22 13:42:53 +0000 2018,100
0.0,1.0,@FoxNews,0.0,0.0,"RIGHT NOW: @POTUS arrives in Michigan for campaign-style rally - For full live coverage, tune in to Fox News Channe… https://t.co/H474nUM9C0",Sat Apr 28 22:25:49 +0000 2018,1
0.295,0.636,@FoxNews,0.068,-0.7184,".@VP reacts to the death of Alfie Evans, UK toddler at center of legal battle. https://t.co/G2pwpOuAa1 https://t.co/54yOWp1GIR",Sat Apr 28 22:23:00 +0000 2018,2
0.0,1.0,@FoxNews,0.0,0.0,.@realDonaldTrump to hold rally in Michigan  https://t.co/6IIFDM3JL4,Sat Apr 28 22:20:50 +0000 2018,3
0.0,1.0,@FoxNews,0.0,0.0,"In a discussion on @foxandfriends, @Kathy4Truth talked about the ""the hypocrisy and extreme intolerance of the libe… https://t.co/sXIT0QwnEe",Sat Apr 28 22:19:00 +0000 2018,4
0.0,1.0,@FoxNews,0.0,0.0,President @realDonaldTrump is set to hold a rally Saturday night in Michigan. @MikeTobinFox has the story. https://t.co/IcZnM9uKbJ,Sat Apr 28 22:11:42 +0000 2018,5
0.507,0.493,@FoxNews,0.0,-0.8834,'Lost Their G--Damn Humanity': PBA President Furious Over Release of Cop Killer https://t.co/RW7YcUeTW7,Sat Apr 28 22:09:33 +0000 2018,6
0.0,1.0,@FoxNews,0.0,0.0,Cow caught on video charging at Texas law enforcement https://t.co/aNJ5HeyHiF,Sat Apr 28 22:00:19 +0000 2018,7
0.0,1.0,@FoxNews,0.0,0.0,"John Park on Trump, Kim Jong Un discussing Otto Warmbier: ""When it comes to dealing with these types of issues, the… https://t.co/A8W4ztUqHW",Sat Apr 28 21:50:13 +0000 2018,8
0.178,0.822,@FoxNews,0.0,-0.5994,"A woman holds balloons with photos of Alfie Evans, outside Alder Hey Children's Hospital, following the death of th… https://t.co/bW9x6wIp95",Sat Apr 28 21:48:50 +0000 2018,9
0.0,1.0,@FoxNews,0.0,0.0,Federal spending per household. https://t.co/BNe2otIEl9,Sat Apr 28 21:38:54 +0000 2018,10
0.295,0.636,@FoxNews,0.068,-0.7184,".@Pontifex reacts to the death of Alfie Evans, UK toddler at center of legal battle. https://t.co/G2pwpOuAa1 https://t.co/9et4V3T59u",Sat Apr 28 21:34:58 +0000 2018,11
0.396,0.604,@FoxNews,0.0,-0.802,"Two Texas siblings reunited after car crash that killed parents, baby sister https://t.co/5kriV7vJsG",Sat Apr 28 21:34:19 +0000 2018,12
0.151,0.849,@FoxNews,0.0,-0.2411,".@bongino: ""Jim @Comey's not telling the truth. Period, full stop."" https://t.co/UPk9MmHSR2 https://t.co/GXD2sqwUQv",Sat Apr 28 21:25:00 +0000 2018,13
0.09,0.769,@FoxNews,0.141,0.2937,".@cvpayne: ""I don't like the message @TheDemocrats have always pushed - ' We'll come to your rescue and get you hig… https://t.co/XQhIzECDGC",Sat Apr 28 21:24:11 +0000 2018,14
0.0,0.789,@FoxNews,0.211,0.4939,"In a discussion about @kanyewest on @foxandfriends, @DrDarrinPorcher praised President @realDonaldTrump's record on… https://t.co/qkyzKtIf39",Sat Apr 28 21:16:00 +0000 2018,15
0.122,0.878,@FoxNews,0.0,-0.3597,".@RepMattGaetz: ""We have some Senate Republicans who are more worried about protecting Bob Mueller than they are ab… https://t.co/RgqRCiJucU",Sat Apr 28 21:14:01 +0000 2018,16
0.0,1.0,@FoxNews,0.0,0.0,".@susanferrechio on Ronny Jackson allegations: ""[@SenatorTester] is the ranking member on the committee that vets t… https://t.co/HsV6kAIwA5",Sat Apr 28 21:12:26 +0000 2018,17
0.0,0.769,@FoxNews,0.231,0.4019,.@GiannoCaldwell: @kanyewest’s @realDonaldTrump Support Could Initiate 'Competition' Among Celebrities https://t.co/w8UcH02V9K,Sat Apr 28 21:09:57 +0000 2018,18
0.0,1.0,@FoxNews,0.0,0.0,".@AlanDersh: ""Democrats and left-wingers obviously think President Trump is the devil."" https://t.co/tygeDLXRNS https://t.co/ilkcz9KyXW",Sat Apr 28 21:04:00 +0000 2018,19
0.0,1.0,@FoxNews,0.0,0.0,"Happening Now: Awaiting @POTUS departure for Michigan rally - For full live coverage of the rally, tune in to Fox N… https://t.co/PE5b1nJEuV",Sat Apr 28 21:00:19 +0000 2018,20
0.118,0.882,@FoxNews,0.0,-0.3724,".@BPUnion Pres. Brandon Judd: ""To say that we don't respect peoples' rights is completely false. What happens is th… https://t.co/f6wgVdz0Oz",Sat Apr 28 20:55:04 +0000 2018,21
0.0,0.865,@FoxNews,0.135,0.3612,"Robert Driscoll: ""[James Comey's] reputation's gonna take a hit [because] he looks like a partisan actor and seems… https://t.co/RtC7PWDHHT",Sat Apr 28 20:50:23 +0000 2018,22
0.0,1.0,@FoxNews,0.0,0.0,"Happening Now: Awaiting @POTUS departure for Michigan rally - For full live coverage of the rally, tune in to Fox N… https://t.co/gOSy38LYIc",Sat Apr 28 20:45:38 +0000 2018,23
0.0,0.839,@FoxNews,0.161,0.3612,.@Joy_Villa: @kanyewest supports President @realDonaldTrump -- Here’s why his actions are so monumental… https://t.co/258GQLcDD6,Sat Apr 28 20:45:00 +0000 2018,24
0.102,0.898,@FoxNews,0.0,-0.1779,"'So, They Would Hide Treason?': @TuckerCarlson Debates Obama Campaign Staffer on GOP Covering up 'Collusion' https://t.co/pmLqZpnGbq",Sat Apr 28 20:43:33 +0000 2018,25
0.0,0.746,@FoxNews,0.254,0.6249,".@kathy4truth: ""This story is a perfect demonstration of the hypocrisy and extreme intolerance of the liberal left."" https://t.co/7Pss6IgUfb",Sat Apr 28 20:31:48 +0000 2018,26
0.338,0.441,@FoxNews,0.221,-0.1531,.@SteveHiltonx: Trump’s triumphs are driving his critics crazy https://t.co/7uSmJ5ffu3,Sat Apr 28 20:24:40 +0000 2018,27
0.0,0.854,@FoxNews,0.146,0.0951,"Fox News Poll: @POTUS ""not tough enough"" on: https://t.co/j4Lr3ArWhR",Sat Apr 28 20:20:11 +0000 2018,28
0.458,0.542,@FoxNews,0.0,-0.8519,BREAKING NEWS: Suspected killer of Maine sheriff's deputy arrested after 4-day manhunt. https://t.co/CBLXXUTWRe https://t.co/vQayWak6kR,Sat Apr 28 20:15:53 +0000 2018,29
0.0,0.863,@FoxNews,0.137,0.4019,".@jeffmason1 on WH Correspondents' Dinner: ""This is an administration that says it does support the First Amendment… https://t.co/Ct67RPryZn",Sat Apr 28 20:13:29 +0000 2018,30
0.0,0.783,@FoxNews,0.217,0.5574,".@DrDarrinPorcher: ""Kanye understands that there's a lot of positive things that @POTUS is doing."" https://t.co/kb4gdpOkwL",Sat Apr 28 20:09:00 +0000 2018,31
0.0,0.857,@FoxNews,0.143,0.4588,".@RochelleRitchie: ""I honestly think that @kanyewest right now is being used as a political pawn to continue this T… https://t.co/vZAmCi47B7",Sat Apr 28 20:01:36 +0000 2018,32
0.0,1.0,@FoxNews,0.0,0.0,Poll Average - Generic Congressional vote. https://t.co/zU97gGk682,Sat Apr 28 19:52:19 +0000 2018,33
0.302,0.698,@FoxNews,0.0,-0.5994,Man wanted in shooting death of Maine deputy caught https://t.co/qdEDNsc9lI,Sat Apr 28 19:49:29 +0000 2018,34
0.175,0.699,@FoxNews,0.126,-0.1779,OPINION: Ronny Jackson’s retreat from his VA secretary nomination is appalling https://t.co/6A5jb3vvKa,Sat Apr 28 19:36:57 +0000 2018,35
0.0,0.855,@FoxNews,0.145,0.296,"On @TheFive yesterday, @RealCandaceO decried the Democratic Party's record on helping African Americans.… https://t.co/0wNmnCLlZS",Sat Apr 28 19:35:57 +0000 2018,36
0.0,1.0,@FoxNews,0.0,0.0,"Katy Perry and Orlando Bloom meet the Pope, step out together in Rome https://t.co/VsvaJOT8Og",Sat Apr 28 19:33:03 +0000 2018,37
0.0,1.0,@FoxNews,0.0,0.0,"Moments ago, President @realDonaldTrump decried allegations made by @SenatorTester about Ronny Jackson.… https://t.co/Nc0a0OexR2",Sat Apr 28 19:23:50 +0000 2018,38
0.0,1.0,@FoxNews,0.0,0.0,Princess Michael of Kent reportedly had two black sheep named Venus and Serena https://t.co/axTzlzKZTC,Sat Apr 28 19:14:17 +0000 2018,39
0.0,1.0,@FoxNews,0.0,0.0,Brigitte Macron says @FLOTUS 'cannot do anything' https://t.co/OJWzE0JLRC,Sat Apr 28 19:09:32 +0000 2018,40
0.0,0.722,@FoxNews,0.278,0.6597,"@AdrianaCohen16: ""Labor unions support @POTUS. Blue-collar workers support the president, and they're not going any… https://t.co/NWqKEwi1mk",Sat Apr 28 19:03:04 +0000 2018,41
0.0,1.0,@FoxNews,0.0,0.0,Fox News Poll: Job performance among likely West Virginia Primary voters. https://t.co/QVlPrCTTid https://t.co/pwnWD9YvIg,Sat Apr 28 18:56:20 +0000 2018,42
0.0,0.847,@FoxNews,0.153,0.4019,"Ben Kissel: ""The Tea Party wave of 2010 has become the blue wave of 2018."" https://t.co/tpca9GSmCl",Sat Apr 28 18:54:21 +0000 2018,43
0.138,0.862,@FoxNews,0.0,-0.34,.@realDonaldTrump calls on Tester to resign over Ronny Jackson allegations: ‘His reputation has been shattered’ https://t.co/WBzxfh3QhH,Sat Apr 28 18:49:12 +0000 2018,44
0.0,0.769,@FoxNews,0.231,0.4019,.@GiannoCaldwell: @kanyewest’s @realDonaldTrump Support Could Initiate 'Competition' Among Celebrities https://t.co/w8UcH02V9K,Sat Apr 28 18:40:02 +0000 2018,45
0.0,1.0,@FoxNews,0.0,0.0,MAY 1st: The West Virginia GOP Senate Primary Debate moderated by @BretBaier and @marthamaccallum - Tune in at 6:30… https://t.co/K77dtwqZDx,Sat Apr 28 18:36:00 +0000 2018,46
0.139,0.861,@FoxNews,0.0,-0.4404,"Lt. Col. Daniel Davis: ""The ultimate objective is not to have nuclear weapons, it's to preserve their regime.""… https://t.co/Pw7lRokHBs",Sat Apr 28 18:33:41 +0000 2018,47
0.159,0.729,@FoxNews,0.113,-0.2675,".@alaynatreene on Ronny Jackson: ""@POTUS really believes that there is this huge injustice going on against his nom… https://t.co/o09I0XibDU",Sat Apr 28 18:24:40 +0000 2018,48
0.507,0.493,@FoxNews,0.0,-0.8834,'Lost Their G--Damn Humanity': PBA President Furious Over Release of Cop Killer https://t.co/RW7YcUeTW7,Sat Apr 28 18:12:22 +0000 2018,49
0.0,0.789,@FoxNews,0.211,0.4939,"Earlier, President @realDonaldTrump tweeted about his excitement for Saturday's rally in Michigan. https://t.co/5xcZuihhwN",Sat Apr 28 18:04:48 +0000 2018,50
0.0,0.828,@FoxNews,0.172,0.3612,.@Joy_Villa: @kanyewest supports @realDonaldTrump -- Here’s why his actions are so monumental https://t.co/DWSebiEIAI,Sat Apr 28 18:01:54 +0000 2018,51
0.16,0.84,@FoxNews,0.0,-0.2732,"Lamborghini cut in half after crashing into light pole, authorities say https://t.co/aWVANyVW6A",Sat Apr 28 17:48:23 +0000 2018,52
0.338,0.662,@FoxNews,0.0,-0.8258,".@dbongino on presidential physician Ronny Jackson: “This is one of the most disgusting, horrifying, putrid episode… https://t.co/btS1hdTOUt",Sat Apr 28 17:33:32 +0000 2018,53
0.0,0.839,@FoxNews,0.161,0.3612,OPINION: @Joy_Villa: @kanyewest supports @realDonaldTrump -- Here’s why his actions are so monumental https://t.co/NVKk7oP9u3,Sat Apr 28 17:23:17 +0000 2018,54
0.262,0.738,@FoxNews,0.0,-0.5994,JUST IN: Man wanted in shooting death of Maine deputy caught https://t.co/qdEDNsc9lI,Sat Apr 28 17:10:50 +0000 2018,55
0.0,1.0,@FoxNews,0.0,0.0,Thousands of balloons were released outside the Liverpool hospital where British toddler Alfie Evans died.… https://t.co/0S930rjRZa,Sat Apr 28 17:05:30 +0000 2018,56
0.507,0.493,@FoxNews,0.0,-0.8834,'Lost Their G--Damn Humanity': PBA President Furious Over Release of Cop Killer https://t.co/7g4sgfv42Q,Sat Apr 28 16:57:50 +0000 2018,57
0.211,0.789,@FoxNews,0.0,-0.34,'Fire rainbow' spotted over Pinnacles National Park in California https://t.co/Fqv2DKbocI,Sat Apr 28 16:36:50 +0000 2018,58
0.0,0.526,@FoxNews,0.474,0.872,"OPINION: After North Korea triumph Trump deserves the Nobel Peace Prize, not Obama https://t.co/TZO9j6Zs88",Sat Apr 28 16:32:16 +0000 2018,59
0.0,1.0,@FoxNews,0.0,0.0,"OPINION: GQ just doesn’t get it, the Bible will never go out of style https://t.co/46a8g732Na",Sat Apr 28 16:21:54 +0000 2018,60
0.0,1.0,@FoxNews,0.0,0.0,"Trump hails ‘ongoing negotiations’ after historic Koreas summit, says meeting with Kim ‘being set’ https://t.co/mTCjtQC1pm",Sat Apr 28 16:18:28 +0000 2018,61
0.15,0.85,@FoxNews,0.0,-0.4588,A sailor assigned to the Arleigh Burke-class guided-missile destroyer USS Preble (DDG 88) meets his daughter for th… https://t.co/9LlQKdi0Ps,Sat Apr 28 16:01:50 +0000 2018,62
0.155,0.845,@FoxNews,0.0,-0.296,".@DevinNunes: ""We found no collusion between the Trump campaign and the Russians."" https://t.co/z3Qhd0bKtX",Sat Apr 28 15:56:32 +0000 2018,63
0.0,1.0,@FoxNews,0.0,0.0,Kate Middleton's baby reveal dress likened to 'Rosemary's Baby' frock on Twitter https://t.co/DeHPRtlf31,Sat Apr 28 15:54:11 +0000 2018,64
0.192,0.808,@FoxNews,0.0,-0.2263,Celebrities who stopped following @kanyewest on Twitter. https://t.co/pEhnKHdHOO https://t.co/iFhvDChIOt,Sat Apr 28 15:42:03 +0000 2018,65
0.143,0.79,@FoxNews,0.067,-0.3867,"TOMORROW: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/H2B6rEEUPT",Sat Apr 28 15:38:00 +0000 2018,66
0.0,1.0,@FoxNews,0.0,0.0,Secretary of State Mike Pompeo arrives in Saudi Arabia https://t.co/yUkuoOHLQT,Sat Apr 28 15:32:19 +0000 2018,67
0.0,0.773,@FoxNews,0.227,0.6486,.@DarrellIssa: “The president has three responsibilities and one of them clearly is to protect our borders and he i… https://t.co/FJHbn3L1Il,Sat Apr 28 15:20:43 +0000 2018,68
0.0,1.0,@FoxNews,0.0,0.0,Was 'liars' remark directed at Haley? Palestinian ambassador won't say https://t.co/WvlKz3JfFG,Sat Apr 28 15:16:09 +0000 2018,69
0.0,1.0,@FoxNews,0.0,0.0,Central American migrants seeking asylum in U.S. expected to cross U.S. - Mexico border this weekend https://t.co/eSsChla9u6,Sat Apr 28 15:10:45 +0000 2018,70
0.0,0.833,@FoxNews,0.167,0.3818,Customer in cowboy hat helps thwart armed robbery at Monterrey butcher shop https://t.co/siA4vwuo0r https://t.co/bSr9YB4ghH,Sat Apr 28 15:00:51 +0000 2018,71
0.0,1.0,@FoxNews,0.0,0.0,Finland to end its universal basic income program by year's end https://t.co/SZUgvw7SbC,Sat Apr 28 14:57:38 +0000 2018,72
0.138,0.862,@FoxNews,0.0,-0.34,Trump calls on Tester to resign over Ronny Jackson allegations: ‘His reputation has been shattered’ https://t.co/r0DN17Eckg,Sat Apr 28 14:49:07 +0000 2018,73
0.0,0.847,@FoxNews,0.153,0.5574,.@RepKinzinger: “I think the president has done a fantastic job to drive North Korea to the table and he should get… https://t.co/Qvmzhcl80N,Sat Apr 28 14:34:55 +0000 2018,74
0.173,0.827,@FoxNews,0.0,-0.5267,"Hector Garza: “What we need to stop is catch and release. We need to stop releasing these people, if not the flood… https://t.co/OyuOjXrgfW",Sat Apr 28 14:12:37 +0000 2018,75
0.318,0.682,@FoxNews,0.0,-0.6369,Arizona police officer fatally shot trying to apprehend carjacker https://t.co/clVwr6EcaD,Sat Apr 28 14:01:36 +0000 2018,76
0.0,1.0,@FoxNews,0.0,0.0,"Inflatable Duck Drifts Aimlessly Down Street in Des Moines, Iowa https://t.co/POseQr6H5E",Sat Apr 28 13:59:24 +0000 2018,77
0.0,1.0,@FoxNews,0.0,0.0,"Moments ago, President @realDonaldTrump tweeted about speaking with the President of South Korea and the Japanese P… https://t.co/UOcYITFocl",Sat Apr 28 13:50:23 +0000 2018,78
0.15,0.437,@FoxNews,0.413,0.6597,Heart Attack Survivor Hand Delivers Gifts to Paramedics Who Saved His Life https://t.co/b0TwZFm34c,Sat Apr 28 13:41:40 +0000 2018,79
0.0,1.0,@FoxNews,0.0,0.0,.@jockowillink: “I think the biggest concern here is going to be egos on both sides and I think people are going to… https://t.co/zYhJMvWlHs,Sat Apr 28 13:29:11 +0000 2018,80
0.0,0.759,@FoxNews,0.241,0.659,.@GeraldoRivera: “If this happens and there are really meaningful steps taken… the President of the United States s… https://t.co/Bidp5JJ1SL,Sat Apr 28 13:18:27 +0000 2018,81
0.202,0.798,@FoxNews,0.0,-0.5106,"Pro-gun student sues school over dress code, claims it violates First Amendment rights https://t.co/lFBGnNsrMq",Sat Apr 28 12:48:01 +0000 2018,82
0.0,1.0,@FoxNews,0.0,0.0,".@AlanDersh: “There should have been an independent, non-partisan investigation to look at the role that Russia pla… https://t.co/F6iywOJUo6",Sat Apr 28 12:44:48 +0000 2018,83
0.197,0.717,@FoxNews,0.085,-0.5423,.@AlanDersh: “Now Democrats and left-wingers obviously think President Trump is the devil and they’re prepared to e… https://t.co/8IyZzjjXhg,Sat Apr 28 12:44:21 +0000 2018,84
0.196,0.804,@FoxNews,0.0,-0.5994,"A woman leaves some flowers outside Alder Hey Children's Hospital in Liverpool, following the death of 23-month-old… https://t.co/cYjFN6qoYB",Sat Apr 28 12:33:57 +0000 2018,85
0.0,1.0,@FoxNews,0.0,0.0,Moments ago President @realDonaldTrump tweeted about presidential physician Ronny Jackson https://t.co/yetLFXf6sZ,Sat Apr 28 12:12:30 +0000 2018,86
0.0,1.0,@FoxNews,0.0,0.0,Photo of Donald Trump 'look-alike' in Spain goes viral https://t.co/ELrZmo81wI,Sat Apr 28 12:07:36 +0000 2018,87
0.127,0.633,@FoxNews,0.241,0.4215,Olympian who stood with Americans in protest honored 50 years later https://t.co/MKAoIAPBQC,Sat Apr 28 11:58:15 +0000 2018,88
0.0,0.828,@FoxNews,0.172,0.4019,"Walmart customer in Kentucky uses store intercom to ask for help, goes viral https://t.co/2uCZ8g4XZM",Sat Apr 28 11:43:14 +0000 2018,89
0.0,0.87,@FoxNews,0.13,0.4588,"Rochelle Ritchie: “I honestly think that Kanye West right now, is being used as a political pawn to continue this T… https://t.co/wwbqeU6lYo",Sat Apr 28 11:35:26 +0000 2018,90
0.27,0.73,@FoxNews,0.0,-0.743,Brandon Judd: “How many more Americans need to lose their lives to illegal immigrants until we take a stand?” https://t.co/i7IyyDyG1c,Sat Apr 28 11:28:22 +0000 2018,91
0.155,0.845,@FoxNews,0.0,-0.5095,"Brandon Judd: “What President Trump has done is nothing less than miraculous, when he has completely forced a drop… https://t.co/wDBpWv5jSh",Sat Apr 28 11:25:23 +0000 2018,92
0.315,0.484,@FoxNews,0.202,-0.34,"North, South Korea agree to end war https://t.co/2DPT9c6d00",Sat Apr 28 11:14:17 +0000 2018,93
0.0,1.0,@FoxNews,0.0,0.0,Anthony Tata: “What you’ve got is a president who has said what he’s going to do and he does what he says.” https://t.co/5hj3GvS1Kl,Sat Apr 28 11:02:40 +0000 2018,94
0.0,0.775,@FoxNews,0.225,0.4404,.@dbongino on presidential physician Ronny Jackson: “This is a good man.” https://t.co/gTOpqmUREE,Sat Apr 28 10:46:18 +0000 2018,95
0.338,0.662,@FoxNews,0.0,-0.8258,".@dbongino on presidential physician Ronny Jackson: “This is one of the most disgusting, horrifying, putrid episode… https://t.co/XmwpHA04B0",Sat Apr 28 10:44:00 +0000 2018,96
0.0,1.0,@FoxNews,0.0,0.0,President @realDonaldTrump holds rally in Michigan during White House Correspondent’s Dinner https://t.co/3xBkpo8S6Z https://t.co/f4Hp3BKexA,Sat Apr 28 10:30:50 +0000 2018,97
0.0,0.821,@FoxNews,0.179,0.2924,"Ex-adviser to Clinton not confrontational in 2nd video, police say https://t.co/BddpYihXAH",Sat Apr 28 10:27:13 +0000 2018,98
0.0,0.826,@FoxNews,0.174,0.2263,Discovery of a lifetime: 'Fake' gold coin actually worth millions https://t.co/fIyxpUVclH,Sat Apr 28 10:18:57 +0000 2018,99
0.161,0.653,@FoxNews,0.186,0.128,"Dems fear GOP wins in California because of state's primary system, Hoyer says: report https://t.co/Ke1LkysXXk",Sat Apr 28 10:17:51 +0000 2018,100
0.0,0.841,@nytimes,0.159,0.5267,"For 2 people immersed in social justice and antiwar work, where everything seems to happen at a glacial pace, love… https://t.co/NlcdDlDjIJ",Sat Apr 28 22:18:05 +0000 2018,1
0.0,1.0,@nytimes,0.0,0.0,Stars Remember the Golden Age of New York Theater https://t.co/6nR9PdpaHe,Sat Apr 28 22:06:17 +0000 2018,2
0.0,1.0,@nytimes,0.0,0.0,Doris Burke Has Game https://t.co/fgoRf3ynEa,Sat Apr 28 22:03:00 +0000 2018,3
0.0,1.0,@nytimes,0.0,0.0,Opinion: “Rich” is still a man’s word. She's taking it back. https://t.co/GkNJgA8jvH,Sat Apr 28 21:59:02 +0000 2018,4
0.0,1.0,@nytimes,0.0,0.0,How to spend 36 hours in Copenhagen https://t.co/x93j2aHsWL,Sat Apr 28 21:45:08 +0000 2018,5
0.0,0.9,@nytimes,0.1,0.25,"An NYC burlesque troupe created a community where women of color, queer and transgender performers could be their u… https://t.co/71Z9yBNPH8",Sat Apr 28 21:30:09 +0000 2018,6
0.0,1.0,@nytimes,0.0,0.0,"""Every time I encounter lovers,"" the French photographer Willy Ronis said, ""my camera smiles."" https://t.co/yxnUvRD3Jh",Sat Apr 28 21:15:07 +0000 2018,7
0.191,0.809,@nytimes,0.0,-0.6705,"Diante Yarber was killed by the police in a Walmart parking lot on April 5 in Barstow, Calif. Officials have refuse… https://t.co/XlauT4CTdL",Sat Apr 28 20:59:03 +0000 2018,8
0.254,0.67,@nytimes,0.076,-0.6124,President Trump is privately rejecting the growing consensus among Republican leaders that they may lose the House… https://t.co/ESFWArEnCe,Sat Apr 28 20:45:03 +0000 2018,9
0.0,0.884,@nytimes,0.116,0.4404,"Opinion: ""The good news is that more and more cities are deciding to wrest control of their streets back from the t… https://t.co/vjqXPneReS",Sat Apr 28 20:30:11 +0000 2018,10
0.231,0.582,@nytimes,0.188,-0.3246,"Grace Mave, 12, barely survived an assault on her village in Congo in which her mom and siblings died. The attacker… https://t.co/bNzjp3x5DN",Sat Apr 28 20:14:07 +0000 2018,11
0.245,0.755,@nytimes,0.0,-0.6369,"A fire broke out in a 33-story high-rise under construction in Baku, Azerbaijan, that was once called “Donald Trump… https://t.co/nX57OO0dbw",Sat Apr 28 19:59:05 +0000 2018,12
0.0,0.873,@nytimes,0.127,0.4404,"On the way to a work dinner, 2 senior men at Nike debated whether L.A. or Portland had better strip clubs, accordin… https://t.co/7n2qPQBpD6",Sat Apr 28 19:54:58 +0000 2018,13
0.184,0.816,@nytimes,0.0,-0.5423,"Five years ago, Pope Francis was elected to be an agent of change within a church shaken by scandals. He quickly be… https://t.co/4Nd7KZwrvf",Sat Apr 28 19:45:08 +0000 2018,14
